"id_libro","Sesso","Eta_Autore","fascia_eta","nome_editore","Anno","Titolo","genere","Provincia_Editore","Regione_Editore","Stato_Editore"
"529","Femmina","67","Anziano","United Kingdom Press","1989","iste soluta porro","Mistero","London","England","Regno Unito"
"530","Femmina","67","Anziano","Deutsche Verlag","2014","impedit nihil facere","Mistero","Munich","Bavaria","Germania"
"531","Femmina","65","Anziano","Deutsche Verlag","1994","nobis eveniet natus","Mistero","Munich","Bavaria","Germania"
"532","Femmina","66","Anziano","Francese Editions","1997","modi iure cupiditate","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"533","Femmina","65","Anziano","Deutsche Verlag","2017","cumque eveniet explicabo","Mistero","Munich","Bavaria","Germania"
"534","Femmina","65","Anziano","Francese Editions","1978","nam iure in","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"535","Femmina","65","Anziano","Italiano Editore","2019","delectus repellendus architecto","Mistero","Teramo","Abruzzo","Italia"
"536","Femmina","65","Anziano","Mondadorium","2019","ipsum voluptate itaque","Mistero","Biella","Piemonte","Italia"
"537","Femmina","67","Anziano","United Kingdom Press","2016","a harum consectetur","Mistero","London","England","Regno Unito"
"538","Femmina","67","Anziano","Francese Editions","2024","repudiandae aperiam magnam","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"539","Femmina","67","Anziano","Italiano Editore","1995","iure accusamus atque","Mistero","Teramo","Abruzzo","Italia"
"540","Femmina","65","Anziano","Deutsche Verlag","1998","culpa delectus excepturi","Mistero","Munich","Bavaria","Germania"
"541","Femmina","66","Anziano","Francese Editions","1992","sequi eius voluptas","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"542","Femmina","65","Anziano","Italiano Editore","1981","saepe laudantium repellat","Mistero","Teramo","Abruzzo","Italia"
"543","Femmina","66","Anziano","United Kingdom Press","1978","consectetur suscipit facere","Mistero","London","England","Regno Unito"
"544","Femmina","65","Anziano","Ediciones Espanolas","2007","est optio impedit","Mistero","Barcelona","Catalonia","Spagna"
"545","Femmina","65","Anziano","Mondadorium","1989","suscipit fuga hic","Mistero","Biella","Piemonte","Italia"
"546","Femmina","65","Anziano","Italiano Editore","2014","illo iure doloremque","Mistero","Teramo","Abruzzo","Italia"
"547","Femmina","66","Anziano","Deutsche Verlag","1992","occaecati vel animi","Mistero","Munich","Bavaria","Germania"
"548","Femmina","67","Anziano","United Kingdom Press","2002","cum corrupti dolorum","Mistero","London","England","Regno Unito"
"549","Femmina","66","Anziano","American Publishers","1978","aspernatur nulla aspernatur","Mistero","Los Angeles","California","Stati Uniti"
"550","Femmina","66","Anziano","American Publishers","2004","nihil maxime explicabo","Mistero","Los Angeles","California","Stati Uniti"
"551","Femmina","67","Anziano","Ediciones Espanolas","2024","fuga optio quas","Mistero","Barcelona","Catalonia","Spagna"
"552","Femmina","66","Anziano","Italiano Editore","1981","asperiores ab in","Mistero","Teramo","Abruzzo","Italia"
"553","Femmina","65","Anziano","Deutsche Verlag","1986","occaecati assumenda architecto","Mistero","Munich","Bavaria","Germania"
"554","Femmina","65","Anziano","Italiano Editore","2002","deleniti minus corrupti","Mistero","Teramo","Abruzzo","Italia"
"555","Femmina","65","Anziano","American Publishers","1978","laboriosam expedita quaerat","Mistero","Los Angeles","California","Stati Uniti"
"556","Femmina","66","Anziano","United Kingdom Press","2024","magnam sunt at","Mistero","London","England","Regno Unito"
"557","Femmina","66","Anziano","United Kingdom Press","2021","aspernatur architecto et","Mistero","London","England","Regno Unito"
"558","Femmina","66","Anziano","Ediciones Espanolas","1987","harum unde sapiente","Mistero","Barcelona","Catalonia","Spagna"
"559","Femmina","66","Anziano","Taurinorum Editore","1979","atque reprehenderit magni","Mistero","Torino","Piemonte","Italia"
"560","Femmina","65","Anziano","Taurinorum Editore","2020","porro ea cum","Mistero","Torino","Piemonte","Italia"
"561","Femmina","65","Anziano","United Kingdom Press","2005","repudiandae ad pariatur","Mistero","London","England","Regno Unito"
"562","Femmina","67","Anziano","Taurinorum Editore","2002","tempora accusamus est","Mistero","Torino","Piemonte","Italia"
"563","Femmina","65","Anziano","Taurinorum Editore","2019","magni officia voluptatum","Mistero","Torino","Piemonte","Italia"
"564","Femmina","66","Anziano","Deutsche Verlag","2003","voluptatem iste consequatur","Mistero","Munich","Bavaria","Germania"
"565","Femmina","67","Anziano","Deutsche Verlag","1991","magnam earum modi","Mistero","Munich","Bavaria","Germania"
"566","Femmina","67","Anziano","Taurinorum Editore","2007","architecto explicabo saepe","Mistero","Torino","Piemonte","Italia"
"567","Femmina","66","Anziano","Deutsche Verlag","2024","reiciendis dolore eos","Mistero","Munich","Bavaria","Germania"
"568","Femmina","66","Anziano","Taurinorum Editore","1994","repellendus numquam autem","Mistero","Torino","Piemonte","Italia"
"569","Femmina","67","Anziano","Deutsche Verlag","2009","odio facere omnis","Mistero","Munich","Bavaria","Germania"
"570","Femmina","65","Anziano","Taurinorum Editore","1977","harum labore similique","Mistero","Torino","Piemonte","Italia"
"571","Femmina","66","Anziano","Mondadorium","2015","voluptate fugit quos","Mistero","Biella","Piemonte","Italia"
"572","Femmina","66","Anziano","Mondadorium","1983","laboriosam tenetur excepturi","Mistero","Biella","Piemonte","Italia"
"573","Femmina","66","Anziano","American Publishers","1986","placeat eos aperiam","Mistero","Los Angeles","California","Stati Uniti"
"574","Femmina","65","Anziano","Francese Editions","1979","porro eligendi laborum","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"575","Femmina","67","Anziano","Taurinorum Editore","2007","assumenda voluptas ea","Mistero","Torino","Piemonte","Italia"
"576","Femmina","65","Anziano","American Publishers","1994","recusandae eaque eos","Mistero","Los Angeles","California","Stati Uniti"
"577","Femmina","65","Anziano","Ediciones Espanolas","1991","sint expedita dolores","Mistero","Barcelona","Catalonia","Spagna"
"578","Femmina","66","Anziano","Italiano Editore","1990","sed praesentium eligendi","Mistero","Teramo","Abruzzo","Italia"
"579","Femmina","67","Anziano","American Publishers","2007","enim deleniti repellendus","Mistero","Los Angeles","California","Stati Uniti"
"580","Femmina","65","Anziano","Mondadorium","2004","autem corrupti provident","Mistero","Biella","Piemonte","Italia"
"581","Femmina","67","Anziano","United Kingdom Press","1983","quas ipsam ut","Mistero","London","England","Regno Unito"
"582","Femmina","65","Anziano","Mondadorium","1978","magnam et maxime","Mistero","Biella","Piemonte","Italia"
"583","Femmina","66","Anziano","Italiano Editore","1981","molestias iusto accusamus","Mistero","Teramo","Abruzzo","Italia"
"584","Femmina","66","Anziano","Italiano Editore","2016","similique pariatur fugit","Mistero","Teramo","Abruzzo","Italia"
"585","Femmina","65","Anziano","Deutsche Verlag","1999","dignissimos dignissimos ratione","Mistero","Munich","Bavaria","Germania"
"586","Femmina","66","Anziano","Ediciones Espanolas","2018","eveniet in voluptates","Mistero","Barcelona","Catalonia","Spagna"
"587","Femmina","65","Anziano","Taurinorum Editore","1978","dolor eum nesciunt","Mistero","Torino","Piemonte","Italia"
"588","Femmina","66","Anziano","Italiano Editore","1992","error totam quisquam","Mistero","Teramo","Abruzzo","Italia"
"589","Femmina","66","Anziano","Taurinorum Editore","1984","amet fugit cupiditate","Mistero","Torino","Piemonte","Italia"
"590","Femmina","65","Anziano","American Publishers","1996","ipsa saepe saepe","Mistero","Los Angeles","California","Stati Uniti"
"591","Femmina","67","Anziano","Taurinorum Editore","1991","libero ullam beatae","Mistero","Torino","Piemonte","Italia"
"592","Femmina","66","Anziano","United Kingdom Press","1981","officiis amet rem","Mistero","London","England","Regno Unito"
"593","Femmina","65","Anziano","Taurinorum Editore","2021","deserunt magnam fugit","Mistero","Torino","Piemonte","Italia"
"594","Femmina","66","Anziano","United Kingdom Press","1992","provident numquam cumque","Mistero","London","England","Regno Unito"
"595","Femmina","66","Anziano","Taurinorum Editore","1980","vel aut rem","Mistero","Torino","Piemonte","Italia"
"596","Femmina","65","Anziano","Deutsche Verlag","2024","dolore consequatur aspernatur","Mistero","Munich","Bavaria","Germania"
"597","Femmina","66","Anziano","Mondadorium","2003","voluptas itaque officiis","Mistero","Biella","Piemonte","Italia"
"598","Femmina","67","Anziano","Ediciones Espanolas","1990","dolore alias doloribus","Mistero","Barcelona","Catalonia","Spagna"
"599","Femmina","67","Anziano","Taurinorum Editore","2009","distinctio expedita esse","Mistero","Torino","Piemonte","Italia"
"600","Femmina","66","Anziano","Italiano Editore","2023","quas quae nihil","Mistero","Teramo","Abruzzo","Italia"
"601","Femmina","66","Anziano","Deutsche Verlag","2003","cumque eius placeat","Mistero","Munich","Bavaria","Germania"
"602","Femmina","65","Anziano","Italiano Editore","2011","iste culpa dolore","Mistero","Teramo","Abruzzo","Italia"
"603","Femmina","66","Anziano","United Kingdom Press","2007","deleniti nostrum accusamus","Mistero","London","England","Regno Unito"
"604","Femmina","67","Anziano","Mondadorium","2021","tenetur impedit repellat","Mistero","Biella","Piemonte","Italia"
"605","Femmina","65","Anziano","United Kingdom Press","2011","omnis exercitationem provident","Mistero","London","England","Regno Unito"
"606","Femmina","66","Anziano","Mondadorium","2022","beatae temporibus eius","Mistero","Biella","Piemonte","Italia"
"607","Femmina","65","Anziano","American Publishers","1998","deleniti sint ipsam","Mistero","Los Angeles","California","Stati Uniti"
"608","Femmina","67","Anziano","Deutsche Verlag","1992","similique ut officia","Mistero","Munich","Bavaria","Germania"
"609","Femmina","65","Anziano","American Publishers","1991","explicabo assumenda suscipit","Mistero","Los Angeles","California","Stati Uniti"
"610","Femmina","66","Anziano","Mondadorium","2006","illo esse illo","Mistero","Biella","Piemonte","Italia"
"611","Femmina","66","Anziano","Taurinorum Editore","1984","a incidunt non","Mistero","Torino","Piemonte","Italia"
"612","Femmina","66","Anziano","Taurinorum Editore","2023","earum occaecati adipisci","Mistero","Torino","Piemonte","Italia"
"613","Femmina","65","Anziano","Francese Editions","1978","quod delectus cumque","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"614","Femmina","65","Anziano","United Kingdom Press","1975","magni hic sint","Mistero","London","England","Regno Unito"
"615","Femmina","67","Anziano","United Kingdom Press","2016","consequuntur culpa debitis","Mistero","London","England","Regno Unito"
"616","Femmina","66","Anziano","Taurinorum Editore","2003","eum exercitationem excepturi","Mistero","Torino","Piemonte","Italia"
"617","Femmina","65","Anziano","American Publishers","1998","impedit ut libero","Mistero","Los Angeles","California","Stati Uniti"
"618","Femmina","65","Anziano","Francese Editions","1984","molestiae nostrum dignissimos","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"619","Femmina","65","Anziano","Italiano Editore","1987","corrupti sapiente debitis","Mistero","Teramo","Abruzzo","Italia"
"620","Femmina","66","Anziano","United Kingdom Press","1994","fugiat facere officia","Mistero","London","England","Regno Unito"
"621","Femmina","66","Anziano","Italiano Editore","2016","eos veritatis aut","Mistero","Teramo","Abruzzo","Italia"
"622","Femmina","65","Anziano","United Kingdom Press","2017","tenetur culpa labore","Mistero","London","England","Regno Unito"
"623","Femmina","67","Anziano","Mondadorium","2019","cum consequatur et","Mistero","Biella","Piemonte","Italia"
"624","Femmina","65","Anziano","Taurinorum Editore","1975","repudiandae alias alias","Mistero","Torino","Piemonte","Italia"
"625","Femmina","67","Anziano","American Publishers","1987","ducimus eveniet quas","Mistero","Los Angeles","California","Stati Uniti"
"626","Femmina","67","Anziano","United Kingdom Press","2013","nemo temporibus consectetur","Mistero","London","England","Regno Unito"
"627","Femmina","65","Anziano","Taurinorum Editore","2023","officiis dolor quod","Mistero","Torino","Piemonte","Italia"
"628","Femmina","65","Anziano","American Publishers","2005","dolor illo repellendus","Mistero","Los Angeles","California","Stati Uniti"
"629","Femmina","66","Anziano","United Kingdom Press","2006","cupiditate explicabo earum","Mistero","London","England","Regno Unito"
"630","Femmina","67","Anziano","American Publishers","2011","reiciendis laudantium similique","Mistero","Los Angeles","California","Stati Uniti"
"631","Femmina","66","Anziano","Italiano Editore","1988","incidunt voluptatibus quasi","Mistero","Teramo","Abruzzo","Italia"
"632","Femmina","67","Anziano","Ediciones Espanolas","1978","quae perspiciatis saepe","Mistero","Barcelona","Catalonia","Spagna"
"633","Femmina","65","Anziano","Taurinorum Editore","1987","mollitia fugiat perspiciatis","Mistero","Torino","Piemonte","Italia"
"634","Femmina","66","Anziano","Francese Editions","1976","animi velit voluptates","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"635","Femmina","66","Anziano","Taurinorum Editore","2002","labore autem inventore","Mistero","Torino","Piemonte","Italia"
"636","Femmina","66","Anziano","American Publishers","1992","saepe debitis ducimus","Mistero","Los Angeles","California","Stati Uniti"
"637","Femmina","65","Anziano","Mondadorium","1980","officia quis officiis","Mistero","Biella","Piemonte","Italia"
"638","Femmina","65","Anziano","Taurinorum Editore","1996","non ex eum","Mistero","Torino","Piemonte","Italia"
"639","Femmina","65","Anziano","Taurinorum Editore","1991","accusantium ad quod","Mistero","Torino","Piemonte","Italia"
"640","Femmina","66","Anziano","Taurinorum Editore","1996","eligendi libero enim","Mistero","Torino","Piemonte","Italia"
"641","Femmina","66","Anziano","Francese Editions","2000","nam corporis maxime","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"642","Femmina","67","Anziano","Francese Editions","1975","assumenda maxime odit","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"643","Femmina","65","Anziano","American Publishers","2024","quis aut quod","Mistero","Los Angeles","California","Stati Uniti"
"644","Femmina","67","Anziano","American Publishers","2023","officiis numquam deleniti","Mistero","Los Angeles","California","Stati Uniti"
"645","Femmina","67","Anziano","Mondadorium","2002","iusto labore harum","Mistero","Biella","Piemonte","Italia"
"646","Femmina","67","Anziano","Deutsche Verlag","2003","ipsa quod veritatis","Mistero","Munich","Bavaria","Germania"
"647","Femmina","66","Anziano","American Publishers","2018","magni totam similique","Mistero","Los Angeles","California","Stati Uniti"
"648","Femmina","65","Anziano","Francese Editions","2006","delectus accusantium praesentium","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"649","Femmina","65","Anziano","American Publishers","1985","amet omnis quidem","Mistero","Los Angeles","California","Stati Uniti"
"650","Femmina","65","Anziano","United Kingdom Press","2014","necessitatibus numquam ducimus","Mistero","London","England","Regno Unito"
"651","Femmina","67","Anziano","American Publishers","1982","dicta optio optio","Mistero","Los Angeles","California","Stati Uniti"
"652","Femmina","67","Anziano","United Kingdom Press","1981","sit nobis in","Mistero","London","England","Regno Unito"
"653","Femmina","67","Anziano","Italiano Editore","2013","nihil iure ipsam","Mistero","Teramo","Abruzzo","Italia"
"654","Femmina","67","Anziano","Deutsche Verlag","1984","accusantium voluptatibus tempore","Mistero","Munich","Bavaria","Germania"
"655","Femmina","65","Anziano","United Kingdom Press","1982","neque impedit quam","Mistero","London","England","Regno Unito"
"656","Femmina","67","Anziano","United Kingdom Press","1990","quisquam architecto eos","Mistero","London","England","Regno Unito"
"657","Femmina","67","Anziano","Francese Editions","2010","distinctio doloribus tempora","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"658","Femmina","66","Anziano","Mondadorium","1981","accusamus fuga perferendis","Mistero","Biella","Piemonte","Italia"
"659","Femmina","66","Anziano","American Publishers","2013","quam eius magnam","Mistero","Los Angeles","California","Stati Uniti"
"660","Femmina","67","Anziano","American Publishers","1978","aliquam sint perspiciatis","Mistero","Los Angeles","California","Stati Uniti"
"661","Femmina","65","Anziano","United Kingdom Press","2014","cum voluptates cupiditate","Mistero","London","England","Regno Unito"
"662","Femmina","66","Anziano","United Kingdom Press","1976","corporis exercitationem minus","Mistero","London","England","Regno Unito"
"663","Femmina","65","Anziano","Taurinorum Editore","1986","reiciendis laborum quis","Mistero","Torino","Piemonte","Italia"
"664","Femmina","66","Anziano","Francese Editions","1999","quis iure laborum","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"665","Femmina","67","Anziano","Mondadorium","2024","quisquam harum voluptatem","Mistero","Biella","Piemonte","Italia"
"666","Femmina","66","Anziano","Deutsche Verlag","2014","praesentium aut minima","Mistero","Munich","Bavaria","Germania"
"667","Femmina","66","Anziano","American Publishers","2023","voluptas aspernatur ducimus","Mistero","Los Angeles","California","Stati Uniti"
"668","Femmina","67","Anziano","Italiano Editore","1987","consectetur dolorem consequuntur","Mistero","Teramo","Abruzzo","Italia"
"669","Femmina","65","Anziano","Francese Editions","1995","nisi accusamus et","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"670","Femmina","67","Anziano","Mondadorium","2015","minima esse suscipit","Mistero","Biella","Piemonte","Italia"
"671","Femmina","66","Anziano","Deutsche Verlag","1984","voluptatem fugit quia","Mistero","Munich","Bavaria","Germania"
"672","Femmina","67","Anziano","American Publishers","2006","sequi pariatur excepturi","Mistero","Los Angeles","California","Stati Uniti"
"673","Femmina","65","Anziano","Francese Editions","1989","perspiciatis quis voluptate","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"674","Femmina","66","Anziano","Mondadorium","2011","quia distinctio quibusdam","Mistero","Biella","Piemonte","Italia"
"675","Femmina","65","Anziano","American Publishers","2014","earum tempore eveniet","Mistero","Los Angeles","California","Stati Uniti"
"676","Femmina","67","Anziano","Deutsche Verlag","2003","quaerat ipsum dolores","Mistero","Munich","Bavaria","Germania"
"677","Femmina","65","Anziano","Taurinorum Editore","2022","aperiam ab fuga","Mistero","Torino","Piemonte","Italia"
"678","Femmina","65","Anziano","Mondadorium","2017","tempore quos nemo","Mistero","Biella","Piemonte","Italia"
"679","Femmina","66","Anziano","Mondadorium","2018","autem nulla aperiam","Mistero","Biella","Piemonte","Italia"
"680","Femmina","65","Anziano","American Publishers","1991","et exercitationem perspiciatis","Mistero","Los Angeles","California","Stati Uniti"
"681","Femmina","65","Anziano","Mondadorium","2004","odio ducimus sunt","Mistero","Biella","Piemonte","Italia"
"682","Femmina","66","Anziano","Taurinorum Editore","2001","ratione perspiciatis suscipit","Mistero","Torino","Piemonte","Italia"
"683","Femmina","67","Anziano","American Publishers","2017","repudiandae reprehenderit impedit","Mistero","Los Angeles","California","Stati Uniti"
"684","Femmina","67","Anziano","American Publishers","2009","ipsam iste laborum","Mistero","Los Angeles","California","Stati Uniti"
"685","Femmina","67","Anziano","Francese Editions","1976","natus velit numquam","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"686","Femmina","66","Anziano","Francese Editions","1999","ut id quo","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"687","Femmina","66","Anziano","Francese Editions","2002","esse fuga dolore","Mistero","Bouches-du-Rhône","Provence-Alpes-Côte 'Azur","Francia"
"688","Femmina","66","Anziano","American Publishers","1993","recusandae explicabo non","Mistero","Los Angeles","California","Stati Uniti"
"689","Femmina","65","Anziano","American Publishers","2009","dolore laudantium alias","Mistero","Los Angeles","California","Stati Uniti"
"690","Femmina","65","Anziano","Mondadorium","2009","voluptate repellendus dolores","Mistero","Biella","Piemonte","Italia"
"691","Femmina","67","Anziano","American Publishers","1997","sequi iusto ullam","Mistero","Los Angeles","California","Stati Uniti"
"692","Femmina","65","Anziano","Deutsche Verlag","2024","quod iusto aliquid","Mistero","Munich","Bavaria","Germania"
"693","Femmina","65","Anziano","Ediciones Espanolas","1992","magnam sapiente amet","Mistero","Barcelona","Catalonia","Spagna"
"694","Femmina","66","Anziano","Taurinorum Editore","2006","molestiae eos delectus","Mistero","Torino","Piemonte","Italia"
"695","Femmina","65","Anziano","Ediciones Espanolas","1998","sequi dolor veritatis","Mistero","Barcelona","Catalonia","Spagna"
"696","Femmina","66","Anziano","United Kingdom Press","1983","ipsum dolores dolor","Mistero","London","England","Regno Unito"
"697","Femmina","65","Anziano","Italiano Editore","1976","beatae reiciendis rem","Mistero","Teramo","Abruzzo","Italia"
"698","Femmina","65","Anziano","United Kingdom Press","2010","at occaecati accusantium","Mistero","London","England","Regno Unito"
"699","Femmina","65","Anziano","Taurinorum Editore","1980","nostrum suscipit illum","Mistero","Torino","Piemonte","Italia"
"700","Femmina","65","Anziano","Mondadorium","2003","velit repellendus quis","Mistero","Biella","Piemonte","Italia"
"701","Femmina","66","Anziano","Italiano Editore","2016","labore nulla quis","Mistero","Teramo","Abruzzo","Italia"
"702","Femmina","66","Anziano","Mondadorium","1977","consequatur dolorum ipsa","Mistero","Biella","Piemonte","Italia"
"703","Femmina","65","Anziano","Italiano Editore","2012","rem harum nihil","Mistero","Teramo","Abruzzo","Italia"
"704","Femmina","65","Anziano","Deutsche Verlag","1982","illum sunt repudiandae","Mistero","Munich","Bavaria","Germania"
